"ID","SEX","D.O.B","MONITOR.START.YEAR","MONITOR.START.YR","MONITOR.END.YEAR","MONITOR.END.YR","AGE.START.MONTHS","AGE.CLASS.START","CATEGORY.START","AGE.DEATH.MONTHS","AGE.MONTHS","AGE.CLASS.DEATH","CATEGORY.DEATH","FATE","CENSUS.STATUS","AGE.MET"
344,"FEMALE","01/02/2008","01/02/2008",2008,"01/03/2008",2008,0,"CUB","FEMALE_CUB",1,1,"CUB","FEMALE_CUB","MORTALITY",1,1
345,"MALE","01/02/2008","01/02/2008",2008,"01/07/2008",2008,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1
346,"FEMALE","01/12/2008","01/12/2008",2008,"01/08/2011",2011,0,"CUB","FEMALE_CUB",32,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
347,"MALE","01/01/2011","01/01/2011",2011,"01/01/2014",2014,0,"CUB","MALE_CUB",36,12,"SUBADULT","MALE_SUBADULT","MORTALITY",1,0
348,"MALE","01/03/2013","01/03/2013",2013,"01/08/2013",2013,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1
349,"FEMALE","01/03/2013","01/03/2013",2013,"01/01/2015",2015,0,"CUB","FEMALE_CUB",22,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
350,NA,"01/02/2014","01/02/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
351,NA,"01/11/2014","01/11/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","CENSORED",0,1
352,NA,"01/11/1998","01/11/1998",1998,"01/01/1999",1999,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
353,"FEMALE","01/11/1998","01/11/1998",1998,"01/10/2012",2012,0,"CUB","FEMALE_CUB",167,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
354,"MALE","01/12/2000","01/12/2000",2000,"01/01/2015",2015,0,"CUB","MALE_CUB",169,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
355,NA,"01/01/2003","01/01/2003",2003,"01/03/2003",2003,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
356,"FEMALE","01/01/2003","01/01/2003",2003,"01/07/2004",2004,0,"CUB","FEMALE_CUB",18,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
357,NA,"01/02/2005","01/02/2005",2005,"01/04/2005",2005,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
358,"MALE","01/02/2005","01/02/2005",2005,"01/08/2006",2006,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
359,NA,"01/03/2007","01/03/2007",2007,"01/05/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
360,NA,"01/03/2007","01/03/2007",2007,"01/05/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
361,NA,"01/01/2008","01/01/2008",2008,"01/03/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
362,NA,"01/01/2008","01/01/2008",2008,"01/03/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
363,"MALE","01/10/2008","01/10/2008",2008,"01/11/2010",2010,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
364,NA,"01/12/2010","01/12/2010",2010,"01/01/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
365,"MALE","01/12/2010","01/12/2010",2010,"01/04/2014",2014,0,"CUB","MALE_CUB",40,12,"ADULT_36_48","MALE_ADULT_36_48","MORTALITY",1,0
366,"FEMALE","01/09/2012","01/09/2012",2012,"01/07/2013",2013,0,"CUB","FEMALE_CUB",10,10,"CUB","FEMALE_CUB","MORTALITY",1,1
367,"MALE","01/09/2012","01/09/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",28,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
368,NA,"01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","CENSORED",0,1
369,NA,"01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","CENSORED",0,1
370,NA,"01/09/2013","01/09/2013",2013,"01/10/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
371,NA,"01/09/2013","01/09/2013",2013,"01/10/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
372,"FEMALE","01/04/2014","01/04/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","CENSORED",0,1
373,"FEMALE","01/04/2014","01/04/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","CENSORED",0,1
374,NA,"01/10/1995","01/10/1995",1995,"01/12/1995",1995,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
375,NA,"01/10/1995","01/10/1995",1995,"01/12/1995",1995,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
376,"MALE","01/09/1996","01/09/1996",1996,"01/05/1997",1997,0,"CUB","MALE_CUB",8,8,"CUB","MALE_CUB","MORTALITY",1,1
377,NA,"01/12/1997","01/12/1997",1997,"01/02/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
378,NA,"01/12/1997","01/12/1997",1997,"01/02/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
379,"MALE","01/01/1999","01/01/1999",1999,"01/05/2000",2000,0,"CUB","MALE_CUB",16,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
380,NA,"01/01/2001","01/01/2001",2001,"01/03/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
381,NA,"01/01/2001","01/01/2001",2001,"01/03/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
382,NA,"01/06/2001","01/06/2001",2001,"01/09/2001",2001,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
383,NA,"01/06/2001","01/06/2001",2001,"01/09/2001",2001,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
384,NA,"01/02/2002","01/02/2002",2002,"01/04/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
385,NA,"01/02/2002","01/02/2002",2002,"01/04/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
386,NA,"01/11/2002","01/11/2002",2002,"01/04/2003",2003,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
387,"MALE","01/11/2002","01/11/2002",2002,"01/02/2005",2005,0,"CUB","MALE_CUB",27,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
388,NA,"01/02/2005","01/02/2005",2005,"01/03/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
389,NA,"01/02/2005","01/02/2005",2005,"01/03/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
390,NA,"01/06/2005","01/06/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
391,"MALE","01/06/2005","01/06/2005",2005,"01/09/2006",2006,0,"CUB","MALE_CUB",15,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
392,NA,"01/02/2001","01/02/2001",2001,"01/07/2001",2001,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
393,NA,"01/02/2001","01/02/2001",2001,"01/07/2001",2001,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
394,NA,"01/08/2010","01/08/2010",2010,"01/12/2010",2010,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
395,"FEMALE","01/06/2011","01/06/2011",2011,"01/01/2015",2015,0,"CUB","FEMALE_CUB",43,12,"ADULT_36_48","FEMALE_ADULT_36_48","CENSORED",0,0
396,"MALE","01/06/2011","01/06/2011",2011,"01/01/2015",2015,0,"CUB","MALE_CUB",43,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
397,NA,"01/01/2013","01/01/2013",2013,"01/02/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
398,NA,"01/01/2013","01/01/2013",2013,"01/02/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
399,NA,"01/01/2013","01/01/2013",2013,"01/02/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
400,"FEMALE","01/07/2013","01/07/2013",2013,"01/07/2014",2014,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","MORTALITY",1,1
401,"MALE","01/07/2013","01/07/2013",2013,"01/01/2015",2015,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
402,NA,"01/09/2001","01/09/2001",2001,"01/10/2001",2001,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
403,NA,"01/09/2001","01/09/2001",2001,"01/10/2001",2001,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
404,NA,"01/10/2002","01/10/2002",2002,"01/11/2002",2002,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
405,NA,"01/10/2002","01/10/2002",2002,"01/11/2002",2002,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
406,NA,"01/06/2003","01/06/2003",2003,"01/09/2003",2003,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
407,"FEMALE","01/06/2003","01/06/2003",2003,"01/06/2007",2007,0,"CUB","FEMALE_CUB",48,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
408,NA,"01/11/2004","01/11/2004",2004,"01/02/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
409,NA,"01/11/2004","01/11/2004",2004,"01/02/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
410,NA,"01/11/2005","01/11/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
411,NA,"01/11/2005","01/11/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
412,"MALE","01/03/2006","01/03/2006",2006,"01/07/2009",2009,0,"CUB","MALE_CUB",40,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
413,"FEMALE","01/03/2006","01/03/2006",2006,"01/01/2015",2015,0,"CUB","FEMALE_CUB",106,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
414,"FEMALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","FEMALE_CUB",76,12,"ADULT_72_84","FEMALE_ADULT_72_84","CENSORED",0,0
415,NA,"01/12/2009","01/12/2009",2009,"01/01/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
416,NA,"01/12/2009","01/12/2009",2009,"01/01/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
417,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
418,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
419,"MALE","01/06/2012","01/06/2012",2012,"01/09/2014",2014,0,"CUB","MALE_CUB",27,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
420,"MALE","01/07/1997","01/07/1997",1997,"01/01/2000",2000,0,"CUB","MALE_CUB",30,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
421,"MALE","01/10/2000","01/10/2000",2000,"01/12/2002",2002,0,"CUB","MALE_CUB",26,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
422,"FEMALE","01/10/2000","01/10/2000",2000,"01/01/2015",2015,0,"CUB","FEMALE_CUB",171,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
423,"FEMALE","01/04/2003","01/04/2003",2003,"01/10/2003",2003,0,"CUB","FEMALE_CUB",6,6,"CUB","FEMALE_CUB","MORTALITY",1,1
424,"MALE","01/04/2003","01/04/2003",2003,"01/12/2011",2011,0,"CUB","MALE_CUB",104,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
425,"FEMALE","01/12/2005","01/12/2005",2005,"01/05/2006",2006,0,"CUB","FEMALE_CUB",5,5,"CUB","FEMALE_CUB","MORTALITY",1,1
426,"MALE","01/12/2005","01/12/2005",2005,"01/06/2007",2007,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","MORTALITY",1,0
427,"MALE","01/12/2008","01/12/2008",2008,"01/05/2011",2011,0,"CUB","MALE_CUB",29,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
428,NA,"01/05/2012","01/05/2012",2012,"01/08/2012",2012,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
429,NA,"01/05/2012","01/05/2012",2012,"01/10/2012",2012,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
430,NA,"01/02/2013","01/02/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
431,NA,"01/01/2014","01/01/2014",2014,"01/04/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
432,NA,"01/01/2014","01/01/2014",2014,"01/04/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
433,NA,"01/12/2014","01/12/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","CENSORED",0,1
434,NA,"01/12/2014","01/12/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","CENSORED",0,1
435,"FEMALE","01/06/2006","01/06/2006",2006,"01/06/2007",2007,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","CENSORED",0,1
436,NA,"01/06/2008","01/06/2008",2008,"02/08/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
437,NA,"01/06/2008","01/06/2008",2008,"02/08/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
438,"FEMALE","01/01/2009","01/01/2009",2009,"01/12/2013",2013,0,"CUB","FEMALE_CUB",59,12,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0
439,"FEMALE","01/01/2009","01/01/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",72,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0
440,"MALE","01/06/2010","01/06/2010",2010,"01/01/2015",2015,0,"CUB","MALE_CUB",55,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
441,"FEMALE","01/02/2012","01/02/2012",2012,"01/04/2014",2014,0,"CUB","FEMALE_CUB",26,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
442,"MALE","01/02/2012","01/02/2012",2012,"01/07/2014",2014,0,"CUB","MALE_CUB",29,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
443,NA,"01/12/2013","01/12/2013",2013,"01/02/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
444,NA,"01/12/2013","01/12/2013",2013,"01/02/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
445,NA,"01/03/2010","01/03/2010",2010,"01/05/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
446,NA,"01/03/2010","01/03/2010",2010,"01/05/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
447,NA,"01/05/2011","01/05/2011",2011,"01/06/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
448,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
449,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
450,NA,"01/09/2013","01/09/2013",2013,"01/11/2013",2013,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
451,NA,"01/09/2013","01/09/2013",2013,"01/12/2013",2013,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
452,NA,"01/05/2014","01/05/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
453,NA,"01/05/2014","01/05/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
454,NA,"01/10/2014","01/10/2014",2014,"01/12/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
455,NA,"01/10/2014","01/10/2014",2014,"01/12/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
456,NA,"01/10/2014","01/10/2014",2014,"01/12/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
457,NA,"01/07/1984","01/07/1984",1984,"02/08/1984",1984,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
458,NA,"01/07/1984","01/07/1984",1984,"02/08/1984",1984,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
459,NA,"01/09/1985","01/09/1985",1985,"01/02/1986",1986,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
460,"MALE","01/07/1986","01/07/1986",1986,"01/06/1998",1998,0,"CUB","MALE_CUB",143,12,"ADULT_84","MALE_ADULT_84","MORTALITY",1,0
461,"FEMALE","01/12/1987","01/12/1987",1987,"01/06/1988",1988,0,"CUB","FEMALE_CUB",6,6,"CUB","FEMALE_CUB","MORTALITY",1,1
462,"MALE","01/11/2001","01/11/2001",2001,"01/12/2003",2003,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
463,"MALE","01/11/2001","01/11/2001",2001,"01/12/2003",2003,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
464,NA,"01/08/2004","01/08/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
465,NA,"01/08/2004","01/08/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
466,NA,"01/10/2005","01/10/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
467,NA,"01/10/2005","01/10/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
468,NA,"01/11/2006","01/11/2006",2006,"01/02/2007",2007,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
469,"FEMALE","01/11/2006","01/11/2006",2006,"01/07/2011",2011,0,"CUB","FEMALE_CUB",56,12,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0
470,NA,"01/06/2008","01/06/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
471,NA,"01/06/2008","01/06/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
472,NA,"01/06/2008","01/06/2008",2008,"01/11/2008",2008,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
473,NA,"01/03/2009","01/03/2009",2009,"01/05/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
474,NA,"01/03/2009","01/03/2009",2009,"01/05/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
475,"MALE","01/01/2010","01/01/2010",2010,"01/01/2015",2015,0,"CUB","MALE_CUB",60,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
476,"MALE","02/01/2010","02/01/2010",2010,"01/11/2010",2010,0,"CUB","MALE_CUB",10,10,"CUB","MALE_CUB","MORTALITY",1,1
477,NA,"01/03/2012","01/03/2012",2012,"01/07/2012",2012,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
478,"FEMALE","01/03/2012","01/03/2012",2012,"01/12/2012",2012,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","MORTALITY",1,1
479,NA,"01/04/2014","01/04/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
480,"MALE","01/04/2014","01/04/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",9,9,"CUB","MALE_CUB","CENSORED",0,1
